station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CYOD,2024-06-18 16:00,44.60,35.60,70.48,310.00,6.00,0.00,30.01,1018.10,15.00,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,40.71,CYOD 181600Z 31006KT 15SM OVC025 07/02 A3001 RMK SC8 DENSITY ALT 1207FT SLP181,M
CYOD,2024-06-18 17:00,48.20,35.60,61.52,310.00,9.00,0.00,30.00,1017.70,15.00,M,SCT,OVC,M,M,2900.00,25000.00,M,M,M,M,M,M,M,M,M,43.66,CYOD 181700Z 31009KT 15SM SCT029 OVC250 09/02 A3000 RMK CU4CI4 DENSITY ALT 1475FT SLP177,M
CYOD,2024-06-18 18:00,48.20,35.60,61.52,320.00,8.00,0.00,30.01,1017.80,15.00,M,SCT,BKN,BKN,M,3000.00,6000.00,25000.00,M,-SHRA,M,M,M,M,M,M,44.07,CYOD 181800Z 32008KT 15SM -SHRA SCT030 BKN060 BKN250 09/02 A3001 RMK CU3SC3CI1 DENSITY ALT 1448FT PCPN VRY LGT SLP178,M
CYOD,2024-06-18 18:39,48.20,35.60,61.52,10.00,7.00,0.00,30.01,1017.90,15.00,M,SCT,BKN,BKN,M,4000.00,6000.00,25000.00,M,M,M,M,M,M,M,M,44.53,CYOD 181839Z 01007KT 15SM SCT040 BKN060 BKN250 09/02 A3001 RMK SC3SC3CI1 DENSITY ALT 1415FT SLP179,M
CYOD,2024-06-18 19:00,51.80,33.80,50.08,330.00,10.00,0.00,30.00,1017.70,15.00,M,FEW,BKN,BKN,M,4000.00,7000.00,25000.00,M,M,M,M,M,M,M,M,51.80,CYOD 181900Z 33010KT 15SM FEW040 BKN070 BKN250 11/01 A3000 RMK SC2AC3CI2 DENSITY ALT 1650FT SLP177,M
CYOD,2024-06-18 20:00,51.80,30.20,43.32,30.00,7.00,0.00,29.99,1017.30,15.00,M,SCT,BKN,BKN,M,5500.00,8500.00,25000.00,M,M,M,M,M,M,M,M,51.80,CYOD 182000Z 03007KT 15SM SCT055 BKN085 BKN250 11/M01 A2999 RMK SC3AC2CI2 DENSITY ALT 1711FT SLP173,M
CYOD,2024-06-18 21:00,53.60,32.00,43.61,310.00,3.00,0.00,30.00,1017.60,15.00,M,FEW,BKN,OVC,M,6000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,53.60,CYOD 182100Z 31003KT 15SM FEW060 BKN080 OVC250 12/M00 A3000 RMK SC2AC4CI2 DENSITY ALT 1753FT SLP176,M
CYOD,2024-06-18 21:35,50.00,35.60,57.52,20.00,9.00,0.00,30.01,1018.00,15.00,M,BKN,OVC,M,M,5000.00,7000.00,M,M,-SHRA,M,M,M,M,M,M,50.00,CYOD 182135Z 02009KT 15SM -SHRA BKN050 OVC070 10/02 A3001 RMK SC6AC2 DENSITY ALT 1604FT SLP180,M
CYOD,2024-06-18 22:00,50.00,32.00,49.81,200.00,4.00,0.00,30.01,1018.00,15.00,M,BKN,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,50.00,CYOD 182200Z 20004KT 15SM BKN050 OVC070 10/00 A3001 RMK SC5AC3 DENSITY ALT 1555FT SLP180,M
CYOD,2024-06-18 23:00,51.80,32.00,46.59,320.00,8.00,0.00,30.01,1018.10,15.00,M,SCT,OVC,M,M,5000.00,7500.00,M,M,M,M,M,M,M,M,M,51.80,CYOD 182300Z 32008KT 15SM SCT050 OVC075 11/00 A3001 RMK SC4AC4 DENSITY ALT 1707FT SLP181,M
CYOD,2024-06-19 00:00,51.80,32.00,46.59,240.00,3.00,0.00,30.02,1018.10,15.00,M,SCT,OVC,M,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,51.80,CYOD 190000Z 24003KT 15SM SCT070 OVC080 11/M00 A3002 RMK AC3AC5 DENSITY ALT 1706FT SLP181,M
CYOD,2024-06-19 01:00,51.80,32.00,46.59,240.00,2.00,0.00,30.02,1018.10,15.00,M,SCT,OVC,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,51.80,CYOD 190100Z 24002KT 15SM SCT075 OVC090 11/M00 A3002 RMK AC3AC5 DENSITY ALT 1705FT SLP181,M
CYOD,2024-06-19 02:00,51.80,33.80,50.08,260.00,3.00,0.00,30.02,1018.40,15.00,M,FEW,BKN,OVC,M,7500.00,9000.00,18000.00,M,M,M,M,M,M,M,M,51.80,CYOD 190200Z 26003KT 15SM FEW075 BKN090 OVC180 11/01 A3002 RMK AC2AC4AC2 DENSITY ALT 1686FT SLP184,M
CYOD,2024-06-19 03:00,50.00,39.20,66.27,220.00,3.00,0.00,30.03,1018.50,15.00,M,BKN,OVC,M,M,8500.00,18000.00,M,M,M,M,M,M,M,M,M,50.00,CYOD 190300Z 22003KT 15SM BKN085 OVC180 10/04 A3003 RMK AC5AC3 DENSITY ALT 1506FT SLP185,M
CYOD,2024-06-19 04:00,48.20,35.60,61.52,340.00,2.00,0.00,30.04,1018.90,15.00,M,BKN,BKN,M,M,8000.00,18000.00,M,M,M,M,M,M,M,M,M,48.20,CYOD 190400Z 34002KT 15SM BKN080 BKN180 09/02 A3004 RMK AC5AC2 DENSITY ALT 1444FT SLP189,M
CYOD,2024-06-19 05:00,42.80,35.60,75.50,0.00,0.00,0.00,30.05,1019.20,15.00,M,FEW,SCT,BKN,M,7000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,42.80,CYOD 190500Z 00000KT 15SM FEW070 SCT180 BKN250 06/02 A3005 RMK AC2AC2CI2 DENSITY ALT 1020FT SLP192,M
CYOD,2024-06-19 06:00,39.20,37.40,93.19,130.00,2.00,0.00,30.05,1019.50,15.00,M,FEW,SCT,BKN,M,7000.00,17000.00,23000.00,M,M,M,M,M,M,M,M,39.20,CYOD 190600Z 13002KT 15SM FEW070 SCT170 BKN230 04/03 A3005 RMK AC1AC3CI3 DENSITY ALT 739FT SLP195,M
CYOD,2024-06-19 07:00,35.60,35.60,100.00,180.00,3.00,0.00,30.05,1019.40,15.00,M,FEW,BKN,M,M,18000.00,22000.00,M,M,M,M,M,M,M,M,M,32.80,CYOD 190700Z 18003KT 15SM FEW180 BKN220 02/02 A3005 RMK AC2CI4 DENSITY ALT 520FT SLP194,M
CYOD,2024-06-19 08:00,35.60,35.60,100.00,0.00,0.00,0.00,30.05,1019.40,12.00,M,SCT,BKN,M,M,19000.00,22000.00,M,M,M,M,M,M,M,M,M,35.60,CYOD 190800Z 00000KT 12SM SCT190 BKN220 02/02 A3005 RMK AC3CI2 DENSITY ALT 479FT SLP194,M
CYOD,2024-06-19 09:00,35.60,35.60,100.00,0.00,0.00,0.00,30.05,1019.50,10.00,M,BKN,M,M,M,21000.00,M,M,M,MIFG,M,M,M,M,M,M,35.60,CYOD 190900Z 00000KT 10SM MIFG BKN210 02/02 A3005 RMK CI5 DENSITY ALT 466FT SLP195,M
CYOD,2024-06-19 10:00,35.60,35.60,100.00,130.00,2.00,0.00,30.05,1019.50,12.00,M,FEW,BKN,M,M,8000.00,22000.00,M,M,MIFG,M,M,M,M,M,M,35.60,CYOD 191000Z 13002KT 12SM MIFG FEW080 BKN220 02/02 A3005 RMK AC1CI4 DENSITY ALT 506FT SLP195,M
CYOD,2024-06-19 11:00,35.60,35.60,100.00,210.00,2.00,0.00,30.06,1019.70,15.00,M,BKN,BKN,M,M,8500.00,22000.00,M,M,MIFG,M,M,M,M,M,M,35.60,CYOD 191100Z 21002KT 15SM MIFG BKN085 BKN220 02/02 A3006 RMK AC5CI2 DENSITY ALT 453FT SLP197,M
CYOD,2024-06-19 12:00,37.40,35.60,93.14,90.00,2.00,0.00,30.06,1019.80,15.00,M,FEW,BKN,BKN,M,6500.00,8500.00,22000.00,M,M,M,M,M,M,M,M,37.40,CYOD 191200Z 09002KT 15SM FEW065 BKN085 BKN220 03/02 A3006 RMK SC2AC4CI1 DENSITY ALT 548FT SLP198,M
CYOD,2024-06-19 13:00,39.20,37.40,93.19,160.00,2.00,0.00,30.07,1020.10,15.00,M,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,39.20,CYOD 191300Z 16002KT 15SM BKN090 04/03 A3007 RMK AC6 DENSITY ALT 714FT SLP201,M
CYOD,2024-06-19 14:00,44.60,41.00,87.09,200.00,4.00,0.00,30.08,1020.10,15.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,42.13,CYOD 191400Z 20004KT 15SM BKN070 07/05 A3008 RMK AC6 DENSITY ALT 1067FT SLP201,M
CYOD,2024-06-19 15:00,53.60,41.00,62.23,230.00,9.00,0.00,30.08,1020.00,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,53.60,CYOD 191500Z 23009KT 15SM SCT070 12/05 A3008 RMK AC4 DENSITY ALT 1721FT SLP200,M
CYOD,2024-06-19 16:00,57.20,41.00,54.60,210.00,9.00,0.00,30.08,1019.80,15.00,M,FEW,SCT,M,M,7000.00,25000.00,M,M,M,M,M,M,M,M,M,57.20,CYOD 191600Z 21009KT 15SM FEW070 SCT250 14/05 A3008 RMK AC2CI1 DENSITY ALT 1997FT SLP198,M
CYOD,2024-06-19 17:00,60.80,37.40,41.71,220.00,9.00,0.00,30.07,1019.70,15.00,M,FEW,FEW,SCT,M,4000.00,7000.00,25000.00,M,M,M,M,M,M,M,M,60.80,CYOD 191700Z 22009KT 15SM FEW040 FEW070 SCT250 16/03 A3007 RMK CU1AC1CI1 DENSITY ALT 2246FT SLP197,M
CYOD,2024-06-19 18:00,62.60,33.80,33.93,200.00,4.00,0.00,30.08,1019.90,15.00,M,SCT,BKN,BKN,M,5500.00,8000.00,25000.00,M,M,M,M,M,M,M,M,62.60,CYOD 191800Z 20004KT 15SM SCT055 BKN080 BKN250 17/01 A3008 RMK CU3AC2CI1 DENSITY ALT 2307FT SLP199,M
CYOD,2024-06-19 19:00,60.80,35.60,38.85,230.00,8.00,0.00,30.08,1020.30,15.00,M,BKN,BKN,M,M,5500.00,8000.00,M,M,M,M,M,M,M,M,M,60.80,CYOD 191900Z 23008KT 15SM BKN055 BKN080 16/02 A3008 RMK CU5AC2 DENSITY ALT 2260FT SLP203,M
CYOD,2024-06-19 20:00,66.20,33.80,29.92,270.00,12.00,0.00,30.08,1020.00,15.00,M,FEW,SCT,M,M,6500.00,9500.00,M,M,M,M,M,M,M,M,M,66.20,CYOD 192000Z 27012KT 15SM FEW065 SCT095 19/01 A3008 RMK CU2AC2 DENSITY ALT 2568FT SLP200,M
CYOD,2024-06-19 21:00,64.40,33.80,31.85,200.00,9.00,0.00,30.08,1020.00,15.00,M,SCT,SCT,M,M,6500.00,9500.00,M,M,M,M,M,M,M,M,M,64.40,CYOD 192100Z 20009KT 15SM SCT065 SCT095 18/01 A3008 RMK CU3AC1 DENSITY ALT 2441FT SLP200,M
CYOD,2024-06-19 22:00,66.20,33.80,29.92,230.00,12.00,0.00,30.08,1019.80,15.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,66.20,CYOD 192200Z 23012KT 15SM BKN070 19/01 A3008 RMK CU5 DENSITY ALT 2639FT SLP198,M
CYOD,2024-06-19 23:00,68.00,35.60,30.20,250.00,8.00,0.00,30.07,1019.70,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 192300Z 25008KT 15SM SCT070 20/02 A3007 RMK CU4 DENSITY ALT 2690FT SLP197,M
CYOD,2024-06-20 00:00,66.20,35.60,32.14,220.00,6.00,0.00,30.08,1019.80,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,66.20,CYOD 200000Z 22006KT 15SM SCT070 19/02 A3008 RMK CU4 DENSITY ALT 2642FT SLP198,M
CYOD,2024-06-20 01:00,64.40,33.80,31.85,240.00,8.00,0.00,30.08,1020.10,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,64.40,CYOD 200100Z 24008KT 15SM SCT070 18/01 A3008 RMK AC3 DENSITY ALT 2418FT SLP201,M
CYOD,2024-06-20 02:00,64.40,33.80,31.85,230.00,7.00,0.00,30.09,1020.00,15.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,64.40,CYOD 200200Z 23007KT 15SM FEW070 18/01 A3009 RMK AC1 DENSITY ALT 2470FT SLP200,M
CYOD,2024-06-20 03:00,60.80,35.60,38.85,220.00,6.00,0.00,30.09,1020.00,15.00,M,FEW,FEW,M,M,7000.00,12000.00,M,M,M,M,M,M,M,M,M,60.80,CYOD 200300Z 22006KT 15SM FEW070 FEW120 16/02 A3009 RMK AC1AC1 DENSITY ALT 2165FT SLP200,M
CYOD,2024-06-20 04:00,57.20,35.60,44.19,210.00,5.00,0.00,30.11,1020.50,15.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,57.20,CYOD 200400Z 21005KT 15SM FEW120 14/02 A3011 RMK AC1 DENSITY ALT 1906FT SLP205,M
CYOD,2024-06-20 05:00,53.60,37.40,54.07,200.00,5.00,0.00,30.12,1020.90,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,CYOD 200500Z 20005KT 15SM SKC 12/03 A3012 RMK DENSITY ALT 1671FT SLP209,M
CYOD,2024-06-20 06:00,50.00,37.40,61.76,220.00,5.00,0.00,30.13,1021.40,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,CYOD 200600Z 22005KT 15SM SKC 10/03 A3013 RMK DENSITY ALT 1406FT SLP214,M
CYOD,2024-06-20 07:00,44.60,37.40,75.68,170.00,3.00,0.00,30.15,1022.10,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,43.09,CYOD 200700Z 17003KT 15SM FEW080 07/03 A3015 RMK AC1 DENSITY ALT 986FT SLP221,M
CYOD,2024-06-20 08:00,42.80,37.40,81.07,0.00,0.00,0.00,30.15,1022.20,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,42.80,CYOD 200800Z 00000KT 15SM FEW080 06/03 A3015 RMK AC1 DENSITY ALT 842FT SLP222,M
CYOD,2024-06-20 09:00,39.20,35.60,86.79,0.00,0.00,0.00,30.16,1022.60,15.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,39.20,CYOD 200900Z 00000KT 15SM FEW090 04/02 A3016 RMK AC1 DENSITY ALT 553FT SLP226,M
CYOD,2024-06-20 10:00,37.40,37.40,100.00,0.00,0.00,0.00,30.16,1022.70,15.00,M,FEW,M,M,M,9000.00,M,M,M,MIFG,M,M,M,M,M,M,37.40,CYOD 201000Z 00000KT 15SM MIFG FEW090 03/03 A3016 RMK AC1 DENSITY ALT 489FT SLP227,M
CYOD,2024-06-20 11:00,33.80,33.80,100.00,140.00,2.00,0.00,30.17,1023.10,15.00,M,FEW,M,M,M,9000.00,M,M,M,MIFG,M,M,M,M,M,M,33.80,CYOD 201100Z 14002KT 15SM MIFG FEW090 01/01 A3017 RMK AC1 DENSITY ALT 227FT SLP231,M
CYOD,2024-06-20 12:00,37.40,35.60,93.14,0.00,0.00,0.00,30.18,1023.40,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.40,CYOD 201200Z 00000KT 15SM SKC 03/02 A3018 RMK DENSITY ALT 490FT SLP234,M
CYOD,2024-06-20 13:00,44.60,39.20,81.20,170.00,2.00,0.00,30.19,1023.60,15.00,M,FEW,FEW,M,M,13000.00,25000.00,M,M,M,M,M,M,M,M,M,44.60,CYOD 201300Z 17002KT 15SM FEW130 FEW250 07/04 A3019 RMK AC1CI1 DENSITY ALT 976FT AC TR CI TR SLP236,M
CYOD,2024-06-20 14:00,53.60,41.00,62.23,0.00,0.00,0.00,30.20,1023.60,15.00,M,FEW,M,M,M,13000.00,M,M,M,M,M,M,M,M,M,M,53.60,CYOD 201400Z 00000KT 15SM FEW130 12/05 A3020 RMK AC1 DENSITY ALT 1546FT SLP236,M
CYOD,2024-06-20 15:00,59.00,42.80,54.86,0.00,0.00,0.00,30.21,1023.80,15.00,M,FEW,M,M,M,13000.00,M,M,M,M,M,M,M,M,M,M,59.00,CYOD 201500Z 00000KT 15SM FEW130 15/06 A3021 RMK AC1 DENSITY ALT 1991FT SLP238,M
CYOD,2024-06-20 16:00,62.60,39.20,42.00,0.00,0.00,0.00,30.21,1023.80,15.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,62.60,CYOD 201600Z 00000KT 15SM FEW110 17/04 A3021 RMK AC1 DENSITY ALT 2241FT SLP238,M
CYOD,2024-06-20 17:00,66.20,37.40,34.51,160.00,5.00,0.00,30.21,1023.80,15.00,M,FEW,FEW,M,M,5500.00,11000.00,M,M,M,M,M,M,M,M,M,66.20,CYOD 201700Z 16005KT 15SM FEW055 FEW110 19/03 A3021 RMK CU1AC1 DENSITY ALT 2476FT SLP238,M
CYOD,2024-06-20 18:00,68.00,37.40,32.43,150.00,9.00,0.00,30.20,1023.50,15.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 201800Z 15009KT 15SM FEW055 20/03 A3020 RMK CU1 DENSITY ALT 2627FT SLP235,M
CYOD,2024-06-20 19:00,69.80,37.40,30.49,130.00,8.00,0.00,30.20,1023.50,15.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 201900Z 13008KT 15SM FEW070 21/03 A3020 RMK CU2 DENSITY ALT 2719FT SLP235,M
CYOD,2024-06-20 20:00,69.80,35.60,28.39,200.00,4.00,0.00,30.19,1023.30,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 202000Z 20004KT 15SM SCT070 21/02 A3019 RMK CU3 DENSITY ALT 2663FT SLP233,M
CYOD,2024-06-20 21:00,69.80,35.60,28.39,190.00,7.00,0.00,30.18,1023.30,15.00,M,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 202100Z 19007KT 15SM SCT075 21/02 A3018 RMK CU4 DENSITY ALT 2751FT SLP233,M
CYOD,2024-06-20 22:00,73.40,33.80,23.39,160.00,9.00,0.00,30.17,1022.90,15.00,M,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,73.40,CYOD 202200Z 16009KT 15SM BKN080 23/01 A3017 RMK CU5 DENSITY ALT 2937FT SLP229,M
CYOD,2024-06-20 23:00,71.60,35.60,26.71,150.00,3.00,0.00,30.16,1022.60,15.00,M,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,71.60,CYOD 202300Z 15003KT 15SM SCT080 22/02 A3016 RMK CU4 DENSITY ALT 2830FT SLP226,M
CYOD,2024-06-21 00:00,71.60,35.60,26.71,180.00,6.00,0.00,30.16,1022.40,15.00,M,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,71.60,CYOD 210000Z 18006KT 15SM SCT080 22/02 A3016 RMK CU3 DENSITY ALT 2809FT SLP224,M
CYOD,2024-06-21 01:00,69.80,35.60,28.39,170.00,7.00,0.00,30.15,1022.00,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 210100Z 17007KT 15SM FEW080 21/02 A3015 RMK AC2 DENSITY ALT 2786FT SLP220,M
CYOD,2024-06-21 02:00,69.80,39.20,32.72,160.00,3.00,0.00,30.15,1021.70,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 210200Z 16003KT 150V210 15SM FEW080 21/04 A3015 RMK AC2 DENSITY ALT 2725FT SLP217,M
CYOD,2024-06-21 03:00,64.40,41.00,42.28,150.00,3.00,0.00,30.16,1021.70,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,64.40,CYOD 210300Z 15003KT 15SM FEW080 18/05 A3016 RMK AC1 DENSITY ALT 2427FT SLP217,M
CYOD,2024-06-21 04:00,59.00,41.00,51.18,140.00,2.00,0.00,30.16,1021.90,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,59.00,CYOD 210400Z 14002KT 15SM FEW080 15/05 A3016 RMK AC1 DENSITY ALT 2046FT SLP219,M
CYOD,2024-06-21 05:00,55.40,39.20,54.34,130.00,2.00,0.00,30.16,1022.10,15.00,M,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,55.40,CYOD 210500Z 13002KT 15SM SCT085 13/04 A3016 RMK AC3 DENSITY ALT 1727FT SLP221,M
CYOD,2024-06-21 06:00,50.00,42.80,76.18,230.00,3.00,0.00,30.16,1022.10,15.00,M,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,50.00,CYOD 210600Z 23003KT 15SM SCT085 10/06 A3016 RMK AC4 DENSITY ALT 1463FT SLP221,M
CYOD,2024-06-21 07:00,50.00,42.80,76.18,120.00,4.00,0.00,30.16,1021.90,15.00,M,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,50.00,CYOD 210700Z 12004KT 15SM SCT085 10/06 A3016 RMK AC3 DENSITY ALT 1345FT SLP219,M
CYOD,2024-06-21 08:00,50.00,42.80,76.18,100.00,3.00,0.00,30.15,1021.80,15.00,M,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,50.00,CYOD 210800Z 10003KT 15SM SCT085 10/06 A3015 RMK AC4 DENSITY ALT 1394FT SLP218,M
CYOD,2024-06-21 09:00,46.40,42.80,87.19,0.00,0.00,0.00,30.15,1021.90,15.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,46.40,CYOD 210900Z 00000KT 15SM FEW085 08/06 A3015 RMK AC2 DENSITY ALT 1162FT SLP219,M
CYOD,2024-06-21 10:00,44.60,41.00,87.09,70.00,5.00,0.00,30.15,1021.70,15.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,41.36,CYOD 211000Z 07005KT 15SM FEW085 07/05 A3015 RMK AC1 DENSITY ALT 990FT SLP217,M
CYOD,2024-06-21 11:00,41.00,39.20,93.24,0.00,0.00,0.00,30.15,1021.80,15.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,41.00,CYOD 211100Z 00000KT 15SM FEW085 05/04 A3015 RMK AC2 DENSITY ALT 815FT SLP218,M
CYOD,2024-06-21 12:00,42.80,39.20,86.99,30.00,2.00,0.00,30.15,1021.80,15.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,42.80,CYOD 211200Z 03002KT 15SM FEW090 06/04 A3015 RMK AC1 DENSITY ALT 893FT SLP218,M
CYOD,2024-06-21 13:00,51.80,44.60,76.34,50.00,2.00,0.00,30.14,1021.40,15.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,51.80,CYOD 211300Z 05002KT 15SM FEW090 11/07 A3014 RMK AC1 DENSITY ALT 1617FT SLP214,M
CYOD,2024-06-21 14:00,59.00,46.40,62.92,110.00,3.00,0.00,30.14,1020.90,15.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,59.00,CYOD 211400Z 11003KT 15SM FEW090 15/08 A3014 RMK AC1 DENSITY ALT 2095FT SLP209,M
CYOD,2024-06-21 15:00,62.60,48.20,59.26,110.00,3.00,0.00,30.13,1020.90,15.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,62.60,CYOD 211500Z 11003KT 15SM FEW090 17/09 A3013 RMK AC1 DENSITY ALT 2334FT SLP209,M
CYOD,2024-06-21 16:00,68.00,50.00,52.51,150.00,6.00,0.00,30.12,1020.50,15.00,M,FEW,FEW,M,M,9000.00,25000.00,M,M,M,M,M,M,M,M,M,68.00,CYOD 211600Z 15006KT 15SM FEW090 FEW250 20/10 A3012 RMK AC1CI1 DENSITY ALT 2680FT SLP205,M
CYOD,2024-06-21 17:00,69.80,48.20,46.16,140.00,11.00,0.00,30.11,1020.00,15.00,M,FEW,FEW,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,69.80,CYOD 211700Z 14011KT 15SM FEW065 FEW250 21/09 A3011 RMK CU1CI1 DENSITY ALT 2874FT CU TR SLP200,M
CYOD,2024-06-21 18:00,71.60,46.40,40.57,130.00,13.00,0.00,30.10,1019.80,15.00,M,FEW,FEW,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 211800Z 13013KT 15SM FEW065 FEW250 22/08 A3010 RMK CU1CI1 DENSITY ALT 2950FT SLP198,M
CYOD,2024-06-21 19:00,71.60,46.40,40.57,110.00,10.00,0.00,30.08,1019.40,15.00,M,SCT,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 211900Z 11010KT 15SM SCT050 SCT250 22/08 A3008 RMK CU3CI1 DENSITY ALT 3060FT OCNL DIST LTNG S SLP194,M
CYOD,2024-06-21 20:00,71.60,44.60,37.89,70.00,7.00,0.00,30.05,1018.30,15.00,M,SCT,BKN,M,M,5000.00,8000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 212000Z 07007KT 15SM SCT050 BKN080 22/07 A3005 RMK CU3AC2 DENSITY ALT 3081FT OCNL LTGCCCG 26NM NW SLP183,M
CYOD,2024-06-21 21:00,73.40,42.80,33.29,130.00,8.00,0.00,30.03,1017.70,15.00,M,SCT,BKN,M,M,6000.00,8000.00,M,M,M,M,M,M,M,M,M,73.40,CYOD 212100Z 13008KT 15SM SCT060 BKN080 23/06 A3003 RMK CU4AC2 DENSITY ALT 3181FT OCLN LTGCCCG 15NM S SLP177,M
CYOD,2024-06-21 22:00,69.80,42.80,37.61,190.00,9.00,0.00,30.03,1017.80,15.00,M,SCT,BKN,BKN,M,6000.00,9000.00,25000.00,M,M,M,M,M,M,M,M,69.80,CYOD 212200Z 19009KT 15SM SCT060 BKN090 BKN250 21/06 A3003 RMK CU3AC2CI1 DENSITY ALT 2937FT FRQ LTGCCCG 12NM S SLP178,M
CYOD,2024-06-21 23:00,68.00,42.80,40.00,200.00,7.00,0.00,30.02,1017.70,15.00,M,SCT,BKN,BKN,M,6500.00,11000.00,25000.00,M,M,M,M,M,M,M,M,68.00,CYOD 212300Z 20007KT 15SM SCT065 BKN110 BKN250 20/06 A3002 RMK CU3AC2CI2 DENSITY ALT 2833FT OCNL LTGCCCG 22NM SE SLP177,M
CYOD,2024-06-22 00:00,66.20,44.60,45.60,300.00,3.00,0.00,30.01,1017.40,15.00,M,FEW,SCT,BKN,M,6500.00,13000.00,25000.00,M,M,M,M,M,M,M,M,66.20,CYOD 220000Z 30003KT 15SM FEW065 SCT130 BKN250 19/07 A3001 RMK CU1AC2CI3 DENSITY ALT 2752FT OCNL DIST LTNG SE SLP174,M
CYOD,2024-06-22 01:00,69.80,41.00,35.09,280.00,4.00,0.00,29.99,1016.10,15.00,M,FEW,SCT,BKN,M,6500.00,13000.00,22000.00,M,M,M,M,M,M,M,M,69.80,CYOD 220100Z 28004KT 230V310 15SM FEW065 SCT130 BKN220 21/05 A2999 RMK CU1AC2CI2 DENSITY ALT 2980FT FRQ DIST LTNG SE SLP161,M
CYOD,2024-06-22 02:00,69.80,41.00,35.09,230.00,2.00,0.00,29.99,1015.90,15.00,M,FEW,SCT,M,M,13000.00,22000.00,M,M,M,M,M,M,M,M,M,69.80,CYOD 220200Z 23002KT 15SM FEW130 SCT220 21/05 A2999 RMK AC1CI2 DENSITY ALT 2938FT SLP159,M
